,Game_Date,Season,Game_ID,Final_Score_A,Final_Score_H,Full_Timeouts_A,Full_Timeouts_H,L2M_Score_A,L2M_Score_H,Largest_Lead_A,Largest_Lead_H,Lead_Changes_A,Lead_Changes_H,Losses_Entering_Gm_A,Losses_Entering_Gm_H,Qtr_4_Score_A,Qtr_4_Score_H,Short_Timeouts_A,Short_Timeouts_H,Team_Minutes_A,Team_Minutes_H,Ties_A,Ties_H,Wins_Entering_Gm_A,Wins_Entering_Gm_H,l2mpace_A,l2mpace_H,points_A,points_H,q4pace_A,q4pace_H,result_A,result_H,max_win,max_loss,Season_Num,ATL_A,BKN_A,BOS_A,CHA_A,CHI_A,CLE_A,DAL_A,DEN_A,DET_A,GSW_A,HOU_A,IND_A,LAC_A,LAL_A,MEM_A,MIA_A,MIL_A,MIN_A,NOP_A,NYK_A,OKC_A,ORL_A,PHI_A,PHX_A,POR_A,SAC_A,SAS_A,TOR_A,UTA_A,WAS_A,ATL_H,BKN_H,BOS_H,CHA_H,CHI_H,CLE_H,DAL_H,DEN_H,DET_H,GSW_H,HOU_H,IND_H,LAC_H,LAL_H,MEM_H,MIA_H,MIL_H,MIN_H,NOP_H,NYK_H,OKC_H,ORL_H,PHI_H,PHX_H,POR_H,SAC_H,SAS_H,TOR_H,UTA_H,WAS_H,Central,Eastern,Mountain,Pacific,as0,as1,as2,as3,as4,as5,as6,as7,y16,y17,y18,m01,m02,m03,m04,m10,m11,m12,d0,d1,d2,d3,d4,d5,d6
24,2016-10-28,2016-17,21600025,122.0,114.0,5.0,6.0,112.0,103.0,16.0,2.0,2.0,1.0,1,1,92.0,81.0,1.0,1.0,240.0,240.0,1.0,1.0,0,0,5.323529411764706,6.306569343065694,45.0,45.0,26.16176470588235,27.656934306569344,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,2016-10-29,2016-17,21600026,99.0,92.0,4.0,5.0,93.0,86.0,11.0,3.0,1.0,0.0,0,1,79.0,70.0,2.0,3.0,240.0,240.0,0.0,0.0,1,0,6.192857142857143,6.168,,,26.892857142857142,25.76,1,0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,2016-10-29,2016-17,21600027,102.0,91.0,4.0,4.0,95.0,88.0,20.0,0.0,0.0,0.0,1,0,76.0,75.0,0.0,0.0,240.0,240.0,0.0,0.0,1,2,6.4140625,5.952755905511811,,,27.5,26.401574803149607,1,0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,2016-10-29,2016-17,21600028,104.0,111.0,5.0,4.0,95.0,106.0,0.0,18.0,0.0,0.0,0,1,77.0,82.0,3.0,2.0,240.0,240.0,1.0,0.0,1,0,5.7615384615384615,5.906474820143885,21.0,21.0,25.615384615384617,26.39568345323741,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28,2016-10-29,2016-17,21600029,99.0,105.0,5.0,5.0,88.0,94.0,3.0,22.0,0.0,1.0,2,0,62.0,80.0,3.0,1.0,240.0,240.0,0.0,3.0,0,2,5.717391304347826,6.124031007751938,23.0,23.0,25.036231884057973,26.8062015503876,0,1,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,2016-10-29,2016-17,21600030,101.0,118.0,4.0,4.0,101.0,112.0,2.0,29.0,2.0,2.0,1,0,67.0,92.0,1.0,1.0,240.0,240.0,6.0,1.0,1,1,5.768115942028985,5.828125,23.0,23.0,25.528985507246375,26.5703125,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,2016-10-29,2016-17,21600031,108.0,110.0,4.0,4.0,99.0,106.0,1.0,11.0,4.0,4.0,1,1,73.0,80.0,0.0,1.0,240.0,240.0,8.0,1.0,1,0,6.116279069767442,5.8655462184873945,26.0,26.0,27.27906976744186,25.672268907563026,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,2016-10-29,2016-17,21600032,79.0,98.0,4.0,4.0,77.0,98.0,3.0,27.0,1.0,2.0,2,0,60.0,83.0,0.0,0.0,240.0,240.0,2.0,2.0,0,2,6.306569343065694,5.426470588235294,20.0,20.0,27.656934306569344,26.330882352941178,0,1,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,2016-10-29,2016-17,21600033,115.0,113.0,5.0,6.0,95.0,104.0,14.0,12.0,2.0,2.0,1,0,81.0,88.0,2.0,5.0,265.0,265.0,3.0,2.0,1,1,6.746268656716418,6.318181818181818,37.0,37.0,26.761194029850746,26.59090909090909,1,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,2016-10-29,2016-17,21600034,103.0,106.0,5.0,5.0,100.0,100.0,18.0,10.0,4.0,4.0,1,1,77.0,85.0,2.0,2.0,240.0,240.0,4.0,1.0,0,1,5.985401459854015,5.954545454545454,29.0,29.0,26.16788321167883,25.62878787878788,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,2016-10-30,2016-17,21600035,75.0,88.0,4.0,4.0,70.0,88.0,5.0,22.0,1.0,1.0,1,0,56.0,69.0,0.0,2.0,240.0,240.0,2.0,1.0,1,1,5.833333333333333,5.144927536231884,19.0,19.0,27.17391304347826,26.608695652173914,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,2016-10-30,2016-17,21600036,106.0,100.0,5.0,5.0,97.0,92.0,8.0,13.0,6.0,6.0,1,2,81.0,78.0,1.0,1.0,240.0,240.0,2.0,3.0,1,0,5.323529411764706,5.9416058394160585,37.0,37.0,26.16176470588235,26.81021897810219,1,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,2016-10-30,2016-17,21600037,106.0,99.0,5.0,5.0,99.0,97.0,16.0,3.0,2.0,1.0,0,1,77.0,72.0,1.0,3.0,240.0,240.0,0.0,5.0,3,1,5.426470588235294,6.205882352941177,27.0,27.0,26.330882352941178,26.470588235294116,1,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,2016-10-30,2016-17,21600038,83.0,98.0,4.0,4.0,79.0,95.0,3.0,16.0,0.0,1.0,1,1,65.0,75.0,0.0,0.0,240.0,240.0,0.0,1.0,1,1,5.8655462184873945,5.78030303030303,21.0,21.0,25.672268907563026,26.265151515151516,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
