Game_ID,C1,C10,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C11,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C12,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C13,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C14,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C15,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C16,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C17,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C18,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C19,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C2,C20,C200,C201,C202,C203,C204,C205,C206,C207,C208,C209,C21,C210,C211,C212,C213,C214,C215,C216,C217,C218,C219,C22,C220,C221,C222,C223,C224,C225,C226,C227,C228,C23,C24,C25,C26,C27,C28,C29,C3,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C4,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C5,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C6,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C7,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C8,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C9,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
21600761,,43.0,2.0,10.0,1.0,26.0,,4.0,95.0,,3.0,,,1.0,,,1.0,295.0,,22.0,72.0,,,329.0,2.0,,52.0,351.0,32.0,1.0,,,,1.0,,26.0,18.0,,,11.0,2.0,,,,2.0,12.0,,13.0,,274.0,1.0,,7.0,,,1.0,,147.0,,5.0,2.0,164.0,351.0,4.0,1.0,3.0,,,,1.0,2.0,3.0,,8.0,1.0,,6.0,529.0,1.0,,,1.0,,,,2900.0,,,,3.0,,103.0,50.0,181.0,,195.0,1.0,,,1.0,,11.0,105.0,,,,,,,,55.0,1.0,1.0,,4.0,13.0,2.0,,,,55.0,30.0,2.0,2.0,2.0,86.0,4.0,6.0,,91.0,,,11.0,,2.0,,,1.0,,6.0,36.0,,,,10.0,,,2.0,1.0,,,3.0,2.0,4.0,1.0,90.0,,20.0,,,1.0,,1.0,7.0,77.0,,,2.0,1.0,,254.0,,362.0,,39.0,2.0,,3.0,1.0,,19.0,,,5.0,4.0,,,1.0,,,32.0,1.0,1.0,5.0,62.0,1.0,1.0,13.0,38.0,,,141.0,,15.0,219.0,30.0,25.0,30.0,,,7.0,,2.0,66.0,,,1.0,108.0,,14.0,1.0,,3.0,3.0,,9.0,,
21600762,,54.0,1.0,27.0,,29.0,1.0,12.0,141.0,4.0,4.0,,,,,,3.0,323.0,,90.0,80.0,,,52.0,2.0,,84.0,340.0,51.0,,,,1.0,,5.0,26.0,69.0,1.0,8.0,33.0,4.0,1.0,,,7.0,15.0,,14.0,,525.0,3.0,1.0,13.0,,,2.0,,282.0,,6.0,12.0,242.0,633.0,5.0,,10.0,,,1.0,,8.0,6.0,,9.0,2.0,,14.0,823.0,,,,,,1.0,,2600.0,1.0,3.0,,2.0,,151.0,51.0,336.0,,262.0,,,,1.0,,29.0,267.0,,,,,,,,66.0,7.0,3.0,,3.0,48.0,1.0,,,,57.0,428.0,3.0,7.0,3.0,133.0,5.0,9.0,,100.0,,,66.0,,1.0,,,,,8.0,54.0,,,,9.0,,,8.0,2.0,,,2.0,1.0,17.0,3.0,122.0,,3.0,,,4.0,,,8.0,94.0,,,2.0,,,408.0,1.0,693.0,1.0,36.0,3.0,,3.0,4.0,,24.0,,,4.0,2.0,,,3.0,,,28.0,5.0,,5.0,98.0,1.0,2.0,15.0,50.0,,,266.0,1.0,26.0,344.0,56.0,31.0,74.0,,,23.0,,3.0,70.0,,,,154.0,,19.0,1.0,1.0,12.0,5.0,,28.0,,2.0
21600763,,36.0,,9.0,,29.0,,5.0,98.0,,3.0,,,,,,2.0,233.0,,36.0,72.0,,,49.0,2.0,,110.0,301.0,45.0,,,,,,4.0,18.0,30.0,2.0,3.0,16.0,4.0,,,,,6.0,,9.0,,331.0,2.0,,9.0,,,1.0,,170.0,,6.0,8.0,119.0,437.0,1.0,,4.0,1.0,,,1.0,5.0,2.0,,10.0,,,10.0,865.0,1.0,,,1.0,,1.0,,2370.0,3.0,,1.0,1.0,,86.0,56.0,181.0,,537.0,1.0,,,,,13.0,151.0,,,,,,,,48.0,4.0,2.0,,2.0,19.0,2.0,,,,63.0,38.0,5.0,5.0,,93.0,7.0,13.0,,69.0,,,11.0,,,,,2.0,1.0,1.0,46.0,,,,11.0,,,2.0,1.0,,,4.0,,5.0,,82.0,,,,,5.0,,1.0,2.0,70.0,,,,1.0,,248.0,,404.0,1.0,25.0,3.0,,2.0,1.0,,16.0,1.0,,6.0,1.0,,,1.0,,1.0,28.0,2.0,,2.0,88.0,,1.0,6.0,56.0,,,223.0,1.0,17.0,224.0,41.0,15.0,37.0,,,9.0,,4.0,64.0,,,,133.0,,11.0,,,4.0,2.0,,15.0,,1.0
21600764,,169.0,6.0,101.0,2.0,130.0,2.0,55.0,772.0,3.0,14.0,,,2.0,1.0,,9.0,1230.0,1.0,245.0,319.0,,3.0,222.0,10.0,,617.0,1480.0,171.0,3.0,1.0,1.0,3.0,,19.0,96.0,43.0,10.0,25.0,102.0,26.0,3.0,5.0,1.0,14.0,28.0,2.0,56.0,,1820.0,18.0,7.0,49.0,4.0,,5.0,,1050.0,,49.0,52.0,664.0,2500.0,23.0,8.0,67.0,1.0,3.0,,3.0,60.0,29.0,,22.0,10.0,,60.0,1070.0,,,,2.0,,12.0,,11500.0,6.0,8.0,4.0,22.0,1.0,637.0,222.0,1340.0,,953.0,3.0,,,3.0,,146.0,1040.0,,2.0,1.0,1.0,,,,252.0,33.0,9.0,,11.0,129.0,7.0,,,,284.0,295.0,20.0,31.0,12.0,605.0,17.0,51.0,2.0,379.0,1.0,2.0,52.0,1.0,6.0,,,15.0,1.0,44.0,278.0,,,,46.0,1.0,1.0,17.0,1.0,,1.0,26.0,10.0,58.0,21.0,386.0,1.0,26.0,1.0,,31.0,,2.0,31.0,586.0,4.0,,2.0,3.0,2.0,2390.0,,2800.0,2.0,85.0,21.0,,8.0,6.0,1.0,128.0,3.0,,21.0,4.0,,3.0,12.0,,1.0,177.0,23.0,5.0,11.0,476.0,6.0,28.0,60.0,210.0,,,1190.0,11.0,132.0,1060.0,309.0,107.0,290.0,,,80.0,1.0,18.0,342.0,,,,767.0,8.0,50.0,3.0,,39.0,15.0,,81.0,8.0,9.0
21600765,,54.0,2.0,15.0,,35.0,2.0,15.0,204.0,,2.0,,,1.0,,,1.0,890.0,,45.0,302.0,,1.0,156.0,2.0,,82.0,1240.0,193.0,,,,2.0,,4.0,81.0,26.0,4.0,3.0,18.0,1.0,,,,2.0,20.0,,45.0,,106.0,1.0,2.0,3.0,,,,,69.0,,24.0,16.0,415.0,301.0,6.0,2.0,17.0,,1.0,1.0,1.0,15.0,5.0,,28.0,2.0,,5.0,543.0,2.0,,,,,2.0,,506.0,5.0,2.0,1.0,3.0,,158.0,205.0,442.0,,724.0,,,,1.0,,23.0,176.0,,,1.0,,,,1.0,199.0,8.0,2.0,,3.0,26.0,7.0,,,,108.0,67.0,17.0,4.0,1.0,65.0,13.0,47.0,,278.0,,,43.0,2.0,1.0,,,1.0,2.0,1.0,118.0,,,,121.0,,1.0,3.0,,,,8.0,3.0,5.0,5.0,346.0,3.0,10.0,,,13.0,,1.0,4.0,186.0,,,3.0,1.0,1.0,155.0,,352.0,,105.0,4.0,,11.0,3.0,,78.0,,,3.0,7.0,,2.0,2.0,,,166.0,2.0,2.0,1.0,70.0,,6.0,43.0,175.0,,3.0,179.0,3.0,32.0,823.0,77.0,67.0,29.0,,,9.0,,7.0,289.0,,,,76.0,,31.0,1.0,,2.0,1.0,,20.0,1.0,
21600766,,146.0,4.0,35.0,3.0,32.0,1.0,38.0,274.0,1.0,7.0,,,2.0,,,11.0,1630.0,,130.0,733.0,,1.0,334.0,5.0,,192.0,2450.0,288.0,2.0,1.0,1.0,1.0,,6.0,169.0,77.0,6.0,4.0,44.0,16.0,1.0,2.0,,7.0,32.0,1.0,112.0,,414.0,4.0,5.0,7.0,,,1.0,,135.0,,45.0,18.0,841.0,479.0,15.0,5.0,33.0,,1.0,,1.0,37.0,16.0,,54.0,4.0,,8.0,1510.0,1.0,,,,,10.0,,2800.0,5.0,5.0,2.0,9.0,,352.0,429.0,883.0,,1690.0,,,,2.0,,51.0,380.0,,2.0,1.0,,,,,456.0,10.0,8.0,,11.0,70.0,14.0,,,,281.0,166.0,32.0,11.0,5.0,110.0,10.0,89.0,,579.0,1.0,,92.0,2.0,2.0,,,9.0,3.0,9.0,240.0,1.0,,,70.0,2.0,2.0,8.0,1.0,,1.0,10.0,4.0,20.0,5.0,725.0,3.0,25.0,,,13.0,,1.0,12.0,419.0,,,1.0,,2.0,471.0,1.0,499.0,,152.0,13.0,,13.0,3.0,,170.0,1.0,,4.0,7.0,,2.0,1.0,,3.0,336.0,8.0,2.0,9.0,89.0,2.0,16.0,76.0,426.0,,1.0,200.0,5.0,67.0,1760.0,126.0,140.0,56.0,,,29.0,,25.0,784.0,,,1.0,368.0,5.0,67.0,1.0,,7.0,3.0,1.0,40.0,2.0,2.0
21600768,,102.0,1.0,63.0,3.0,44.0,,14.0,270.0,3.0,5.0,,,2.0,1.0,,6.0,865.0,,148.0,172.0,,1.0,118.0,1.0,,176.0,721.0,102.0,2.0,1.0,,1.0,,7.0,68.0,44.0,3.0,6.0,57.0,12.0,1.0,,1.0,10.0,15.0,,36.0,,431.0,7.0,3.0,14.0,2.0,,4.0,,266.0,,13.0,32.0,391.0,695.0,6.0,4.0,19.0,,1.0,1.0,1.0,14.0,10.0,,28.0,3.0,,12.0,1230.0,1.0,,2.0,,,1.0,,3200.0,2.0,2.0,2.0,5.0,,275.0,136.0,988.0,,736.0,,,,2.0,,65.0,422.0,,1.0,,,,,,128.0,9.0,3.0,1.0,5.0,74.0,7.0,,,,104.0,184.0,7.0,15.0,4.0,237.0,13.0,18.0,,175.0,,,182.0,1.0,2.0,,,8.0,,18.0,104.0,,,,40.0,,1.0,5.0,2.0,,,5.0,2.0,20.0,11.0,160.0,,6.0,,,15.0,,1.0,13.0,138.0,1.0,,3.0,,,744.0,1.0,655.0,,100.0,6.0,,4.0,2.0,2.0,52.0,1.0,,8.0,6.0,,3.0,4.0,,,77.0,10.0,2.0,8.0,109.0,3.0,5.0,30.0,125.0,,,253.0,3.0,47.0,590.0,70.0,51.0,66.0,,,37.0,,6.0,166.0,,,1.0,246.0,,20.0,1.0,,20.0,4.0,1.0,44.0,2.0,3.0
21600769,,243.0,6.0,156.0,4.0,111.0,2.0,63.0,743.0,13.0,22.0,3.0,,5.0,1.0,,21.0,1810.0,1.0,377.0,693.0,,9.0,338.0,7.0,,910.0,1740.0,191.0,7.0,3.0,2.0,3.0,1.0,14.0,177.0,124.0,10.0,16.0,152.0,40.0,9.0,4.0,1.0,23.0,52.0,3.0,61.0,,1340.0,17.0,9.0,47.0,1.0,,6.0,,793.0,,51.0,74.0,1040.0,1920.0,32.0,9.0,61.0,1.0,,2.0,2.0,58.0,29.0,,49.0,6.0,,48.0,4300.0,1.0,,4.0,2.0,,16.0,,9900.0,18.0,8.0,4.0,30.0,1.0,856.0,327.0,2900.0,,1290.0,3.0,,,4.0,1.0,151.0,1050.0,,2.0,2.0,1.0,,,,293.0,53.0,10.0,1.0,14.0,210.0,17.0,,,1.0,314.0,469.0,24.0,45.0,20.0,572.0,32.0,50.0,,456.0,,1.0,69.0,3.0,5.0,,,17.0,1.0,33.0,276.0,,,,61.0,1.0,2.0,25.0,11.0,1.0,,22.0,8.0,56.0,44.0,451.0,5.0,24.0,1.0,,43.0,,1.0,30.0,626.0,3.0,1.0,6.0,1.0,1.0,2800.0,1.0,2300.0,1.0,156.0,19.0,,9.0,4.0,4.0,130.0,1.0,,23.0,10.0,,8.0,9.0,,1.0,195.0,19.0,8.0,20.0,383.0,7.0,10.0,77.0,292.0,,,990.0,3.0,153.0,1730.0,271.0,126.0,221.0,,,94.0,,15.0,429.0,,,1.0,818.0,11.0,42.0,3.0,,27.0,12.0,1.0,107.0,4.0,10.0
21600770,,92.0,3.0,43.0,2.0,34.0,1.0,15.0,195.0,,4.0,,,1.0,,,1.0,612.0,,108.0,150.0,,2.0,122.0,1.0,,173.0,590.0,74.0,2.0,,,,,3.0,63.0,52.0,1.0,8.0,35.0,9.0,1.0,1.0,,3.0,19.0,1.0,25.0,,399.0,5.0,1.0,11.0,,,3.0,,193.0,,14.0,22.0,359.0,568.0,2.0,4.0,14.0,,,,1.0,12.0,8.0,,21.0,2.0,,10.0,1130.0,1.0,,1.0,,,4.0,,3200.0,3.0,,,5.0,,213.0,107.0,787.0,,498.0,,,,1.0,,40.0,272.0,,,1.0,,,,,101.0,6.0,5.0,1.0,6.0,52.0,9.0,,,,109.0,143.0,8.0,6.0,5.0,141.0,11.0,8.0,,138.0,,,16.0,1.0,2.0,,,4.0,,4.0,87.0,1.0,,,34.0,,,4.0,1.0,,,7.0,6.0,12.0,7.0,156.0,,8.0,,,10.0,,,10.0,166.0,2.0,,2.0,,,511.0,1.0,625.0,,73.0,4.0,,3.0,4.0,1.0,41.0,,,6.0,3.0,,1.0,4.0,,,41.0,3.0,3.0,2.0,105.0,2.0,4.0,22.0,99.0,,,302.0,,35.0,594.0,71.0,46.0,52.0,,,21.0,,10.0,150.0,,,,502.0,1.0,15.0,,,5.0,3.0,1.0,18.0,1.0,5.0
21600771,,52.0,3.0,23.0,1.0,29.0,2.0,8.0,246.0,,3.0,,,1.0,,,1.0,555.0,,58.0,114.0,,,71.0,2.0,,86.0,437.0,80.0,2.0,,,3.0,,3.0,38.0,35.0,1.0,5.0,37.0,9.0,,,,2.0,6.0,2.0,17.0,,247.0,3.0,2.0,7.0,3.0,,3.0,,126.0,,9.0,26.0,206.0,420.0,3.0,2.0,8.0,,1.0,1.0,1.0,12.0,5.0,,17.0,,,9.0,826.0,1.0,,,,,1.0,,1880.0,4.0,2.0,1.0,7.0,,119.0,85.0,563.0,,259.0,,,,1.0,,29.0,230.0,,,,,,,,63.0,10.0,3.0,,4.0,28.0,4.0,,,,56.0,87.0,5.0,6.0,4.0,85.0,7.0,8.0,,137.0,,,10.0,1.0,,,,5.0,,4.0,63.0,,,,47.0,,,5.0,2.0,,1.0,3.0,3.0,8.0,5.0,108.0,,4.0,,,8.0,,,7.0,135.0,1.0,,2.0,,,216.0,1.0,340.0,,52.0,4.0,,1.0,1.0,,23.0,,,5.0,2.0,,3.0,2.0,,,38.0,2.0,2.0,2.0,84.0,,2.0,17.0,77.0,,,193.0,1.0,19.0,373.0,48.0,32.0,34.0,,,14.0,,5.0,110.0,,,,171.0,1.0,17.0,1.0,,5.0,2.0,,19.0,,1.0
21600772,,36.0,1.0,9.0,1.0,14.0,,5.0,75.0,,1.0,,,1.0,,,1.0,192.0,,22.0,55.0,,,36.0,,,34.0,504.0,30.0,1.0,,,,,3.0,15.0,24.0,,1.0,12.0,3.0,,,,2.0,4.0,,6.0,,146.0,,,4.0,,,,,47.0,,3.0,5.0,119.0,163.0,2.0,2.0,2.0,,,,1.0,4.0,2.0,,7.0,,,5.0,421.0,1.0,,1.0,,,,,1430.0,1.0,,,2.0,,67.0,32.0,178.0,,162.0,,,,,,7.0,83.0,,,,,,,,26.0,,2.0,,,15.0,3.0,,,,35.0,32.0,3.0,5.0,1.0,60.0,2.0,6.0,,50.0,,,4.0,,,,,2.0,,,30.0,,,,5.0,,,4.0,,,,3.0,1.0,4.0,,51.0,1.0,4.0,,,3.0,,,6.0,55.0,,,,1.0,,144.0,1.0,192.0,,38.0,1.0,,1.0,1.0,,15.0,,,2.0,2.0,,,,,,16.0,,,1.0,37.0,1.0,2.0,9.0,38.0,,,124.0,1.0,11.0,257.0,19.0,15.0,17.0,,,8.0,,1.0,42.0,,,,64.0,,7.0,,,1.0,2.0,1.0,6.0,1.0,
21600774,,37.0,2.0,22.0,,21.0,,10.0,150.0,,1.0,,,,,,1.0,282.0,,66.0,58.0,,2.0,54.0,1.0,,94.0,256.0,28.0,1.0,,,,,1.0,24.0,28.0,1.0,2.0,17.0,2.0,1.0,,,2.0,2.0,1.0,6.0,,202.0,4.0,,9.0,,,1.0,,111.0,,9.0,8.0,134.0,349.0,1.0,,6.0,,,,1.0,10.0,1.0,,8.0,1.0,,4.0,915.0,,,2.0,,,1.0,,2000.0,2.0,,1.0,2.0,,121.0,46.0,417.0,,151.0,1.0,,,1.0,,16.0,215.0,,,,,,,,34.0,7.0,2.0,,3.0,32.0,3.0,,,,52.0,88.0,3.0,3.0,1.0,94.0,3.0,6.0,,47.0,,,10.0,,1.0,,,1.0,1.0,14.0,37.0,,,,24.0,,,6.0,3.0,,,2.0,2.0,6.0,7.0,37.0,,1.0,,,7.0,,,9.0,68.0,,,1.0,,,350.0,,344.0,,49.0,5.0,,,1.0,,15.0,,,4.0,1.0,,1.0,3.0,,,29.0,4.0,,3.0,74.0,2.0,3.0,7.0,47.0,,,200.0,,14.0,191.0,39.0,14.0,25.0,,,18.0,,3.0,56.0,,,,132.0,,10.0,,,,2.0,1.0,17.0,2.0,1.0
21600775,,51.0,2.0,38.0,,25.0,1.0,10.0,180.0,3.0,3.0,1.0,,1.0,,,1.0,390.0,,87.0,103.0,,2.0,65.0,3.0,,207.0,388.0,51.0,2.0,1.0,,4.0,,2.0,39.0,46.0,1.0,11.0,29.0,8.0,8.0,3.0,,6.0,6.0,,13.0,,313.0,3.0,2.0,12.0,,,,,157.0,,14.0,14.0,235.0,435.0,3.0,1.0,18.0,,,,,7.0,6.0,,11.0,2.0,,8.0,1110.0,,,1.0,,,3.0,,2420.0,5.0,,1.0,4.0,,257.0,77.0,516.0,,437.0,,,,2.0,,33.0,223.0,,1.0,,,,,1.0,65.0,13.0,2.0,,4.0,40.0,6.0,,,,77.0,111.0,5.0,11.0,3.0,126.0,9.0,12.0,,101.0,,,14.0,1.0,,,,4.0,,9.0,65.0,,,,14.0,,,6.0,3.0,,,8.0,1.0,13.0,6.0,97.0,,4.0,,,12.0,,,8.0,104.0,,,,,,524.0,,487.0,,48.0,5.0,,1.0,2.0,,37.0,,,6.0,3.0,,2.0,3.0,,,46.0,5.0,3.0,26.0,81.0,1.0,3.0,16.0,67.0,,,283.0,,34.0,266.0,57.0,26.0,45.0,,,20.0,,6.0,83.0,,,1.0,161.0,2.0,12.0,,,3.0,,,32.0,,3.0
21600776,,26.0,2.0,10.0,,19.0,1.0,2.0,99.0,1.0,1.0,,,1.0,,,,152.0,,27.0,36.0,,,25.0,3.0,,47.0,595.0,43.0,1.0,,,,,1.0,13.0,76.0,3.0,5.0,18.0,3.0,1.0,,,,8.0,,8.0,,168.0,2.0,,7.0,,,1.0,,82.0,,5.0,3.0,112.0,243.0,1.0,1.0,7.0,,,,,5.0,2.0,,6.0,,,4.0,631.0,,,1.0,,,1.0,,1220.0,2.0,2.0,1.0,,,70.0,26.0,146.0,,97.0,,,,,,15.0,157.0,,,,,,,,26.0,1.0,1.0,,1.0,14.0,2.0,,,,32.0,64.0,2.0,3.0,3.0,76.0,3.0,9.0,,32.0,,,4.0,,1.0,,,,,1.0,34.0,,,,5.0,,,,,,,2.0,1.0,5.0,6.0,56.0,1.0,2.0,,,2.0,,,4.0,50.0,1.0,,1.0,,,225.0,,305.0,,32.0,2.0,,1.0,1.0,,17.0,1.0,,3.0,2.0,,1.0,4.0,,,21.0,2.0,1.0,2.0,56.0,2.0,3.0,8.0,23.0,,,159.0,1.0,13.0,110.0,32.0,8.0,22.0,,,15.0,,4.0,36.0,,,,96.0,,8.0,,,1.0,1.0,,14.0,,1.0
21600777,,40.0,3.0,58.0,,57.0,1.0,23.0,245.0,5.0,4.0,1.0,,2.0,,,3.0,379.0,,117.0,119.0,,1.0,66.0,1.0,,134.0,375.0,57.0,1.0,,,1.0,,11.0,23.0,27.0,5.0,4.0,46.0,9.0,,1.0,,11.0,5.0,1.0,12.0,,513.0,7.0,1.0,16.0,,,1.0,,282.0,,21.0,15.0,171.0,808.0,6.0,3.0,17.0,,,2.0,1.0,16.0,5.0,,7.0,3.0,,17.0,1510.0,,,1.0,,,4.0,,2900.0,5.0,4.0,1.0,3.0,,202.0,74.0,455.0,,398.0,,,,3.0,,71.0,629.0,,,,,,,,67.0,18.0,2.0,,7.0,67.0,5.0,,,,83.0,470.0,10.0,18.0,2.0,162.0,11.0,17.0,,97.0,,,54.0,1.0,2.0,,,5.0,,5.0,98.0,,,,21.0,,,8.0,4.0,,1.0,5.0,3.0,30.0,11.0,94.0,1.0,5.0,,,10.0,,1.0,10.0,147.0,1.0,,2.0,,,655.0,1.0,861.0,,47.0,5.0,,1.0,1.0,,34.0,1.0,,9.0,3.0,,2.0,4.0,,1.0,60.0,7.0,2.0,5.0,163.0,,9.0,19.0,69.0,,,415.0,3.0,52.0,344.0,90.0,29.0,75.0,,,43.0,,4.0,100.0,,,,242.0,1.0,14.0,1.0,,15.0,3.0,,40.0,3.0,3.0
21600779,,58.0,2.0,22.0,,36.0,1.0,6.0,148.0,1.0,4.0,,,1.0,1.0,,2.0,376.0,,62.0,91.0,,1.0,101.0,2.0,,111.0,337.0,50.0,1.0,1.0,,1.0,,8.0,45.0,46.0,1.0,3.0,12.0,12.0,,,,5.0,19.0,1.0,11.0,,184.0,2.0,,3.0,1.0,,2.0,,169.0,,13.0,17.0,297.0,400.0,7.0,1.0,8.0,,,,,5.0,3.0,,18.0,1.0,,9.0,1050.0,,,1.0,,,1.0,,2600.0,1.0,1.0,1.0,3.0,,148.0,61.0,549.0,,324.0,,,,1.0,,36.0,219.0,,,,,,,,57.0,6.0,6.0,,5.0,26.0,8.0,,,,45.0,82.0,5.0,6.0,3.0,145.0,7.0,17.0,,88.0,1.0,,10.0,,1.0,,,,,6.0,46.0,,,,9.0,,,4.0,2.0,,,3.0,1.0,9.0,3.0,84.0,,6.0,,,4.0,,,8.0,73.0,1.0,,2.0,1.0,,359.0,,694.0,,70.0,2.0,1.0,3.0,1.0,,29.0,1.0,,5.0,2.0,,2.0,4.0,,1.0,25.0,4.0,2.0,4.0,94.0,,,10.0,58.0,,,287.0,2.0,16.0,393.0,23.0,26.0,54.0,,,14.0,,7.0,88.0,,,,178.0,,15.0,,,5.0,3.0,,23.0,,1.0
21600780,,57.0,2.0,38.0,1.0,48.0,1.0,13.0,201.0,3.0,3.0,,,2.0,1.0,,3.0,426.0,,98.0,97.0,,,70.0,4.0,,137.0,388.0,54.0,1.0,2.0,,,,6.0,32.0,38.0,1.0,6.0,29.0,6.0,1.0,1.0,,8.0,11.0,,21.0,,319.0,5.0,1.0,11.0,1.0,,4.0,,197.0,,10.0,22.0,254.0,582.0,6.0,2.0,13.0,,,1.0,,7.0,5.0,,16.0,,,18.0,297.0,,,,,,1.0,,3100.0,3.0,1.0,1.0,3.0,,181.0,64.0,911.0,,369.0,,,,1.0,,43.0,310.0,,,,,,,,68.0,7.0,3.0,,3.0,47.0,7.0,,,,64.0,103.0,5.0,10.0,4.0,161.0,9.0,22.0,,108.0,1.0,1.0,18.0,,,,,3.0,,8.0,73.0,,,,13.0,,,6.0,3.0,,,4.0,1.0,13.0,4.0,110.0,,4.0,,,8.0,,,11.0,97.0,1.0,,2.0,1.0,,471.0,,610.0,,44.0,3.0,,2.0,2.0,,20.0,1.0,,5.0,5.0,,2.0,3.0,,1.0,36.0,6.0,1.0,5.0,116.0,2.0,3.0,13.0,63.0,,,366.0,1.0,22.0,391.0,50.0,29.0,66.0,,,27.0,1.0,7.0,100.0,,,,216.0,3.0,17.0,1.0,,7.0,1.0,,25.0,1.0,2.0
21600781,,82.0,2.0,54.0,3.0,57.0,1.0,20.0,297.0,1.0,2.0,,,1.0,1.0,,4.0,444.0,,130.0,188.0,,,127.0,4.0,,187.0,1190.0,85.0,,2.0,,1.0,1.0,8.0,39.0,63.0,4.0,11.0,58.0,7.0,1.0,2.0,,9.0,18.0,,31.0,,631.0,4.0,1.0,12.0,1.0,,7.0,,300.0,,13.0,20.0,409.0,933.0,7.0,3.0,26.0,,,,,17.0,4.0,,17.0,,,20.0,420.0,,,2.0,,,,,4500.0,6.0,2.0,1.0,4.0,,289.0,76.0,612.0,,475.0,,,,4.0,1.0,45.0,411.0,,,1.0,1.0,,1.0,,92.0,13.0,4.0,1.0,9.0,58.0,4.0,,,,109.0,161.0,11.0,8.0,3.0,244.0,12.0,26.0,1.0,154.0,1.0,2.0,36.0,,2.0,,,3.0,,12.0,127.0,,,,32.0,,,7.0,3.0,,1.0,12.0,4.0,21.0,7.0,158.0,1.0,9.0,,,15.0,,,11.0,247.0,,,3.0,1.0,,866.0,,1190.0,1.0,65.0,5.0,,6.0,3.0,,52.0,1.0,,11.0,6.0,,2.0,6.0,,1.0,68.0,9.0,,6.0,170.0,3.0,5.0,20.0,79.0,,,425.0,3.0,47.0,536.0,92.0,43.0,87.0,,,34.0,,6.0,139.0,,,,332.0,1.0,16.0,1.0,,4.0,2.0,1.0,30.0,4.0,5.0
21600782,,69.0,2.0,48.0,2.0,44.0,,10.0,193.0,5.0,5.0,,,1.0,,,4.0,527.0,,117.0,120.0,,4.0,121.0,2.0,,121.0,411.0,56.0,2.0,1.0,1.0,,,4.0,42.0,53.0,2.0,11.0,38.0,13.0,2.0,,,10.0,15.0,,13.0,,381.0,5.0,1.0,7.0,,,1.0,,238.0,,12.0,19.0,276.0,571.0,2.0,1.0,14.0,1.0,,1.0,,3.0,2.0,,28.0,4.0,,13.0,1270.0,,,,,,2.0,,3000.0,2.0,2.0,,3.0,,200.0,67.0,696.0,,454.0,,,,1.0,,35.0,364.0,1.0,,1.0,,,,,69.0,10.0,2.0,,1.0,44.0,6.0,,,1.0,78.0,482.0,2.0,19.0,2.0,138.0,12.0,14.0,,103.0,,,59.0,1.0,1.0,,,1.0,,7.0,54.0,,,,17.0,,,7.0,3.0,,,7.0,2.0,14.0,14.0,121.0,,7.0,,,13.0,,1.0,6.0,115.0,1.0,,3.0,,,521.0,2.0,647.0,,93.0,4.0,,4.0,2.0,,28.0,,,5.0,6.0,,,3.0,,1.0,37.0,8.0,1.0,6.0,104.0,2.0,6.0,16.0,88.0,1.0,,337.0,2.0,40.0,449.0,32.0,36.0,62.0,,,27.0,,5.0,93.0,,,,192.0,1.0,14.0,,,11.0,6.0,,45.0,,3.0
